,Unnamed: 0,department,division,position_title,city,gender,ethnicity,education,veteran_status,startyear,birthyear,tenure,age
2114,2114,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Specialist,Virginia Beach,Female,White,Not Indicated,Not a Veteran,1988,1961,35,62
2115,2115,Norfolk Community Services Board,NCSB-Infant Development,Case Manager III,Chesapeake,Female,Asian,Bachelors Level Degree,Not a Veteran,2022,1990,1,33
2116,2116,Norfolk Community Services Board,NCSB-Financial Management,Accountant I,Virginia Beach,Female,Black,Some College,Not a Veteran,2021,1980,2,43
2117,2117,Finance,Finance City Controller,Sr Accountant II (Fin only),Virginia Beach,Female,Black,Associate Degree,Not a Veteran,2021,1997,2,26
2118,2118,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist I,Norfolk,Male,Black,Bachelors Level Degree,Not a Veteran,2011,1952,12,71
2119,2119,Norfolk Community Services Board,NCSB-Case Management,Administrative Assistant II,Norfolk,Female,White,Not Indicated,Not a Veteran,1991,1964,32,59
2120,2120,Norfolk Community Services Board,NCSB-Infant Development,Case Manager III,Chesapeake,Female,White,Bachelors Level Degree,Not a Veteran,2023,1992,0,31
2121,2121,Human Services,Hum Svc Div of Social Services,Support Technician,Virginia Beach,Male,White,Bachelors Level Degree,Not a Veteran,2022,1989,1,34
2122,2122,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,White,HS Graduate or Equivalent,Not a Veteran,2013,1992,10,31
2123,2123,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Norfolk,Male,Black,Less Than HS Graduate,Not a Veteran,2022,2005,1,18
2124,2124,City Planning,Planning-Planning,City Planner II,Norfolk,Male,White,Bachelors Level Degree,Not a Veteran,2018,1998,5,25
2125,2125,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Chesapeake,Male,,Some Graduate School,Not a Veteran,2015,1994,8,29
2126,2126,Norfolk Community Services Board,NCSB-Financial Management,Administrative Assistant II,Newport News,Female,Black,Some College,Not a Veteran,2023,1988,0,35
2127,2127,Norfolk Community Services Board,NCSB-PACT,Peer Counselor II,Virginia Beach,Female,White,Bachelors Level Degree,Not a Veteran,2015,1980,8,43
2128,2128,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Specialist,Norfolk,Male,Black,Associate Degree,Not a Veteran,2011,1994,12,29
2129,2129,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,Am. Indian,Some College,Not a Veteran,2018,1993,5,30
2130,2130,General Services,Gen Srvs-PublicInfrastructure,Maintenance Mechanic II,Chesapeake,Male,Black,Technical School,Not a Veteran,2023,1977,0,46
2131,2131,Norfolk Community Services Board,NCSB-Financial Management,Accountant II,Norfolk,Female,Asian,Bachelors Level Degree,Not a Veteran,2020,1989,3,34
2132,2132,Norfolk Community Services Board,NCSB-Financial Management,Accountant II,Norfolk,Female,Asian,Bachelors Level Degree,Not a Veteran,2019,1987,4,36
2133,2133,Police,Police Investigative Svc-Sworn,Police Officer,Virginia Beach,Male,White,Some College,Not a Veteran,2017,1991,6,32
2134,2134,Police,Police Investigative Svc-Sworn,Police Officer,Chesapeake,Male,White,Associate Degree,Not a Veteran,2017,1994,6,29
2135,2135,Human Services,Hum Svc Div of Social Services,Office Assistant,Norfolk,Female,Black,Associate Degree,Not a Veteran,2022,1964,1,59
2136,2136,Police,Police Investigative Svc-Sworn,Master Police Officer,Virginia Beach,Male,White,Bachelors Level Degree,Not a Veteran,2016,1993,7,30
2137,2137,General Services,Gen Srvs-PublicInfrastructure,Business Manager,Smithfield,Female,White,Bachelors Level Degree,Not a Veteran,2022,1963,1,60
2138,2138,Public Works,PW Storm Water Mgmt,Equipment Operator III,Norfolk,Female,Black,HS Graduate or Equivalent,Not a Veteran,2007,1984,16,39
2139,2139,Norfolk Community Services Board,ITCN Grant,Case Manager IV,Norfolk,Female,White,Bachelors Level Degree,Not a Veteran,2019,1992,4,31
2140,2140,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Bachelors Level Degree,Not a Veteran,2019,1986,4,37
2141,2141,Police,Police Investigative Svc-Sworn,Master Police Officer,Virginia Beach,Male,White,Bachelors Level Degree,Not a Veteran,2016,1993,7,30
2142,2142,Norfolk Community Services Board,NCSB-PACT,Licensed Practical Nurse,Chesapeake,Female,Black,Associate Degree,Not a Veteran,2022,1976,1,47
2143,2143,Norfolk Community Services Board,NCSB-Case Management,Case Manager III,Newport News,Female,Black,Masters Level Degree,Not a Veteran,2022,1987,1,36
2144,2144,Police,Police Investigative Svc-Sworn,Master Police Officer,Norfolk,Male,Black,Some College,Not a Veteran,2015,1992,8,31
2145,2145,Norfolk Community Services Board,NCSB-PACT,Case Manager III,Chesapeake,Female,White,Masters Level Degree,Not a Veteran,2005,1977,18,46
2146,2146,General Services,Gen Srvs-PublicInfrastructure,Plumber,Chesapeake,Male,White,Technical School,Not a Veteran,2022,1981,1,42
2147,2147,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Norfolk,Female,Black,Bachelors Level Degree,Not a Veteran,2015,1999,8,24
2148,2148,Police,Police Investigative Svc-Sworn,Master Police Officer,Virginia Beach,Male,White,Bachelors Level Degree,Not a Veteran,2015,1990,8,33
2149,2149,Police,Police Investigative Svc-Sworn,Master Police Officer,Virginia Beach,Male,White,Some College,Not a Veteran,2014,1989,9,34
2150,2150,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Chesapeake,Female,Black,Not Indicated,Not a Veteran,1991,1965,32,58
2151,2151,Public Works,PW Storm Water Mgmt,Utility Maintenance Supervisor,Norfolk,Male,Black,Some College,Not a Veteran,2015,1986,8,37
2152,2152,Norfolk Community Services Board,NCSB-Medical Services,Licensed Practical Nurse,Norfolk,Female,White,Technical School,Not a Veteran,2018,1980,5,43
2153,2153,Police,Police Administrative Svcs-Swn,Police Recruit,Chesapeake,Male,White,Masters Level Degree,Not a Veteran,2022,1989,1,34
2154,2154,General Services,Gen Srvs-PublicInfrastructure,Operating Engineer I,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2013,1961,10,62
2155,2155,Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Virginia Beach,Male,Black,Not Indicated,Not a Veteran,1995,1957,28,66
2156,2156,Parks and Recreation,RPOS - Landscape Services,Equipment Operator III,Chesapeake,Male,White,Bachelors Level Degree,Not a Veteran,2023,1965,0,58
2157,2157,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Portsmouth,Female,Black,Not Indicated,Not a Veteran,1987,1962,36,61
2158,2158,Budget and Strategic Planning,Office Budget & Strategic Plan,Grants Manager,Norfolk,Female,White,Masters Level Degree,Not a Veteran,2014,1957,9,66
2159,2159,,RyanWhite Grant Administration,Contract Monitoring Spec,Newport News,Female,Black,Masters Level Degree,Not a Veteran,2022,1975,1,48
2160,2160,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Chesapeake,Male,White,Associate Degree,Not a Veteran,2022,1988,1,35
2161,2161,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,Black,Masters Level Degree,Not a Veteran,2000,1954,23,69
2162,2162,Utilities,Utilities Director's Office,Messenger/Driver,Chesapeake,Male,White,Some College,Not a Veteran,2021,1976,2,47
2163,2163,Public Works,PW Storm Water Mgmt,Accounting Technician II,Portsmouth,Female,White,Associate Degree,Not a Veteran,2022,1982,1,41
2164,2164,Transit,Transit - Transportation,Traffic Signal Technician I,Virginia Beach,Male,White,Some College,Not a Veteran,2022,1996,1,27
2165,2165,Budget and Strategic Planning,Office Budget & Strategic Plan,"Projects Manager, Senior",Norfolk,Female,Black,Some Graduate School,Not a Veteran,2007,1985,16,38
2166,2166,Utilities,Utilities Director's Office,Safety Specialist,Norfolk,Male,White,Some College,Not a Veteran,2022,1981,1,42
2167,2167,Public Works,PW Storm Water Mgmt,Accounting Technician II,Norfolk,Female,White,Bachelors Level Degree,Not a Veteran,2022,1972,1,51
2168,2168,Economic Development,Development,Director of Development,Norfolk,Male,Black,Bachelors Level Degree,Not a Veteran,2017,1983,6,40
2169,2169,Economic Development,Development,Business Development Manager,Suffolk,Female,NS,Bachelors Level Degree,Not a Veteran,2022,1983,1,40
2170,2170,Utilities,Utilities Engineering,Construction Inspector III,Norfolk,Male,White,HS Graduate or Equivalent,Not a Veteran,1988,1962,35,61
2171,2171,Utilities,Utilities Engineering,Construction Inspector I,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2014,1981,9,42
2172,2172,Human Services,Hum Svc Div of Social Services,Fiscal Manager II,Chesapeake,Female,White,Bachelors Level Degree,Not a Veteran,2016,1963,7,60
2173,2173,Public Works,PW Storm Water Mgmt,Maintenance Worker I,Norfolk,Female,Black,HS Graduate or Equivalent,Not a Veteran,2011,1988,12,35
2174,2174,Utilities,Utilities Engineering,Construction Inspector II,Norfolk,Male,Black,Not Indicated,Not a Veteran,2013,1989,10,34
2175,2175,Parks and Recreation,"Rec,Pks,OpenSpace-Therapeutics","Recreation Supervisor, Senior",Virginia Beach,Female,White,Not Indicated,Not a Veteran,1998,1976,25,47
2176,2176,Utilities,Utilities Water Accounts,Account Representative,Norfolk,Female,Black,HS Graduate or Equivalent,Not a Veteran,2022,1996,1,27
2177,2177,Parks and Recreation,RPOS - Landscape Services,Maintenance Supervisor II,Virginia Beach,Male,White,Not Indicated,Not a Veteran,1996,1968,27,55
2178,2178,Public Works,PW Storm Water Mgmt,Maintenance Worker II,Norfolk,Male,Black,HS Graduate or Equivalent,Not a Veteran,2022,1997,1,26
2179,2179,Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs",Lifeguard,Norfolk,Male,White,Some College,Not a Veteran,2018,1999,5,24
2180,2180,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,White,Not Indicated,Not a Veteran,1988,1963,35,60
2181,2181,Public Works,PW Storm Water Mgmt,Maintenance Worker II,Chesapeake,Male,Black,HS Graduate or Equivalent,Not a Veteran,2015,1983,8,40
2182,2182,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Chesapeake,Female,Hispanic,Some College,Not a Veteran,2022,1993,1,30
2183,2183,Public Works,PW Waste Management,Storekeeper II,Norfolk,Male,White,Bachelors Level Degree,Not a Veteran,2022,1978,1,45
2184,2184,Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs",Lifeguard,Norfolk,Male,White,Some College,Not a Veteran,2016,1998,7,25
2185,2185,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,White,Some College,Not a Veteran,2019,1964,4,59
2186,2186,Information Technology,Information Technology,Info Technology Specialist,Virginia Beach,Female,White,Not Indicated,Not a Veteran,1987,1957,36,66
2187,2187,Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs",Lifeguard,Norfolk,Female,NS,Some College,Not a Veteran,2022,2003,1,20
2188,2188,Emergency Preparedness and Response,EOC/Emergency Management,Administrative Assistant II,Virginia Beach,Female,White,Not Indicated,Not a Veteran,1991,1970,32,53
2189,2189,Utilities,Utilities Engineering,Microcomputer Sys Analyst Sr,Newport News,Female,Black,Bachelors Level Degree,Not a Veteran,2022,1982,1,41
2190,2190,Public Works,PW Storm Water Mgmt,Equipment Operator II,Norfolk,Male,Black,Some College,Not a Veteran,2015,1986,8,37
2191,2191,Utilities,Utilities Engineering,Civil Engineer II,Virginia Beach,Male,White,Bachelors Level Degree,Not a Veteran,2019,1996,4,27
2192,2192,Information Technology,Information Technology,Radio Comm Sys Analyst Sr,Chesapeake,Male,White,Technical School,Not a Veteran,2016,1991,7,32
2193,2193,Police,Police Field Operations-Sworn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not a Veteran,1998,1975,25,48
2194,2194,Utilities,Utilities Accounting&Budget,Accountant I,Norfolk,Female,Black,HS Graduate or Equivalent,Not a Veteran,2018,1986,5,37
2195,2195,Public Works,PW Storm Water Mgmt,Program Supervisor,Suffolk,Female,White,Bachelors Level Degree,Not a Veteran,2018,1988,5,35
2196,2196,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Norfolk,Male,Black,Technical School,Not a Veteran,2022,2002,1,21
2197,2197,Police,Police Investigative Svc-Sworn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not a Veteran,2003,1982,20,41
2198,2198,Public Works,PW Storm Water Mgmt,Engineering Technician IV,Norfolk,Male,White,Not Indicated,Not a Veteran,1987,1959,36,64
2199,2199,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Norfolk,Male,Black,Bachelors Level Degree,Not a Veteran,2013,1996,10,27
2200,2200,City Auditor,City Auditor,Deputy City Auditor,Norfolk,Female,White,Masters Level Degree,Not a Veteran,2018,1960,5,63
2201,2201,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Suffolk,Male,Hispanic,HS Graduate or Equivalent,Not a Veteran,2017,1996,6,27
2202,2202,Transit,Transit - Transportation,Traffic Maintenance Tech I,Chesapeake,Male,White,Some College,Not a Veteran,2018,1991,5,32
2203,2203,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Chesapeake,Female,Black,Associate Degree,Not a Veteran,2016,1985,7,38
2204,2204,Public Works,PW Storm Water Mgmt,Civil Engineer III,Virginia Beach,Male,White,Bachelors Level Degree,Not a Veteran,2015,1977,8,46
2205,2205,Utilities,Utilities Engineering,Assistant City Engineer,Norfolk,Male,White,Doctorate (Professional),Not a Veteran,2017,1968,6,55
2206,2206,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Virginia Beach,Male,Black,Bachelors Level Degree,Not a Veteran,2022,1998,1,25
2207,2207,Human Services,Hum Svc Juvenile Detention Ctr,Cook,Norfolk,Female,Black,HS Graduate or Equivalent,Not a Veteran,2021,1990,2,33
2208,2208,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Rec Activity Instructor,Norfolk,Female,White,Associate Degree,Not a Veteran,2021,1998,2,25
2209,2209,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Norfolk,Female,Black,Some College,Not a Veteran,2022,2001,1,22
2210,2210,Utilities,Utilities Water Production,Chief Waterworks Operator,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,1986,1962,37,61
2211,2211,Utilities,Utilities Water Distribution,Equipment Operator II,Chesapeake,Male,Black,HS Graduate or Equivalent,Not a Veteran,2023,1987,0,36
2212,2212,Utilities,Utilities Water Distribution,Utility Maintenance Mech I,Norfolk,Male,Black,Bachelors Level Degree,Not a Veteran,2015,1986,8,37
2213,2213,Utilities,Utilities Water Production,Reservoir Manager,Virginia Beach,Male,White,Not Indicated,Not a Veteran,1990,1964,33,59
2214,2214,Public Works,PW Storm Water Mgmt,Civil Engineer II,Virginia Beach,Female,,Bachelors Level Degree,Not a Veteran,2015,1984,8,39
2215,2215,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Virginia Beach,Male,Black,Associate Degree,Not a Veteran,2017,2001,6,22
2216,2216,Utilities,Utilities Water Distribution,Accounting Technician II,Virginia Beach,Female,White,Some Graduate School,Not a Veteran,2015,1962,8,61
2217,2217,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Chesapeake,Male,Black,HS Graduate or Equivalent,Not a Veteran,1997,1977,26,46
2218,2218,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Norfolk,Male,Black,Less Than HS Graduate,Not a Veteran,2022,2005,1,18
2219,2219,Utilities,Utilities Water Distribution,Utility Maintenance Mech I,Chesapeake,Male,Black,Technical School,Not a Veteran,2022,1993,1,30
2220,2220,Libraries,Branch Operations,Librarian I,Norfolk,Male,White,Masters Level Degree,Not a Veteran,2021,1990,2,33
2221,2221,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Virginia Beach,Male,White,Associate Degree,Not a Veteran,2014,1980,9,43
2222,2222,Police,Police Field Operations-Sworn,Police Sergeant,Virginia Beach,Male,White,Not Indicated,Not a Veteran,1988,1963,35,60
2223,2223,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Chesapeake,Male,Black,Associate Degree,Not a Veteran,2017,2001,6,22
2224,2224,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Norfolk,Male,Black,Less Than HS Graduate,Not a Veteran,2022,2002,1,21
2225,2225,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Virginia Beach,Female,Black,Bachelors Level Degree,Not a Veteran,2019,1989,4,34
2226,2226,Police,Police Field Operations-Sworn,Police Captain,Norfolk,Male,Black,Not Indicated,Not a Veteran,1990,1963,33,60
2227,2227,Utilities,Utilities Water Distribution,Crew Leader I,Chesapeake,Male,Black,HS Graduate or Equivalent,Not a Veteran,2020,1981,3,42
2228,2228,Zoological Park,Executive Zoo-Animal Services,Zookeeper,Chesapeake,Female,White,Bachelors Level Degree,Not a Veteran,2020,1992,3,31
2229,2229,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Norfolk,Female,Black,Associate Degree,Not a Veteran,2004,1966,19,57
2230,2230,Utilities,Utilities Water Distribution,Crew Leader I,Hampton,Male,White,HS Graduate or Equivalent,Not a Veteran,2020,1991,3,32
2231,2231,Zoological Park,Executive Zoo-Animal Services,Zookeeper,Chesapeake,Female,White,Associate Degree,Not a Veteran,2019,1989,4,34
2232,2232,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Norfolk,Female,Black,HS Graduate or Equivalent,Not a Veteran,1998,1971,25,52
2233,2233,Slover Library,Slover Library,Library Assistant II,Norfolk,Female,Black,Associate Degree,Not a Veteran,2019,1996,4,27
2234,2234,Human Services,Hum Svc Div of Social Services,Administrative Technician,Portsmouth,Female,Black,Technical School,Not a Veteran,2023,1982,0,41
2235,2235,Public Works,PW Director's Office,Accountant II,Fort Hood,Female,White,Masters Level Degree,Not a Veteran,2019,1986,4,37
2236,2236,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Norfolk,Female,,Some College,Not a Veteran,2017,1991,6,32
